Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,EXP,Age,Experience,Designations,Cognitive Test Scores
335000,2014-06-01,,programmer analyst,Hyderabad,m,1993-06-28,88.0,state,2010,90.0,state,2,UG,CS,76.0,1,South_Zone.,2014,71.42857142857143,69.81132075471699,70.0,0.356536487724475,475,-1,346,-1,-1,-1,-1,0.4155,0.8027,0.1357,-0.995,-0.6692,,NaT,,analyst,70.41329739442948
435000,2012-09-01,2015-01-12,systems analyst,Gurgaon,f,1991-03-02,86.8,cbse,2008,82.8,cbse,2,UG,CS,78.0,0,North_Zone.,2012,65.71428571428571,73.58490566037736,63.888888888888886,0.744758354008939,565,-1,438,-1,-1,-1,-1,0.0464,1.2028,-0.9245,0.5323,-0.2875,863 days,8717 days,2.4,analyst,67.72936008785065
345000,2011-01-01,,senior software engineer,Bangalore,m,1988-02-05,90.88,state,2006,82.5,state,2,UG,CS,66.15,0,Other_Zone,2010,47.42857142857143,42.138364779874216,45.0,0.884122511593735,535,333,-1,313,-1,-1,320,0.8192,0.1888,-1.7954,1.8249,1.1343,,NaT,,others,44.85564540281521
300000,2014-09-01,,ase,Bangalore,m,1993-02-01,76.8,state,2009,83.0,state,2,UG,EC,76.44,0,North_Zone.,2014,61.142857142857146,64.15094339622641,67.22222222222223,0.881620069530177,-1,420,-1,-1,-1,-1,-1,0.99,1.3779,0.7785,-0.2344,-0.6692,,NaT,,others,64.17200758710193
145000,2015-02-01,,telecommunication engineer,Noida,m,1994-01-20,84.0,cbse,2011,68.0,cbse,2,UG,EC,72.0,0,North_Zone.,2015,66.28571428571429,71.69811320754717,42.77777777777778,0.207392169717661,335,260,-1,-1,-1,313,-1,0.1282,0.7119,1.3933,-0.3612,-0.0943,,NaT,,engineer,60.25386842367974
220000,2014-11-01,,java software engineer,Gurgaon,m,1992-06-11,64.0,cbse,2010,74.0,cbse,2,UG,CS,68.0,0,North_Zone.,2014,55.42857142857143,47.16981132075472,48.333333333333336,0.486747008438193,345,-1,376,-1,-1,-1,-1,-3.1994,-1.8393,0.0552,0.0623,-0.7615,,NaT,,engineer,50.31057202755316
530000,2011-12-01,2015-01-12,systems engineer,Hyderabad,m,1989-10-04,84.0,state,2007,92.0,state,2,UG,CS,77.2,0,South_Zone.,2011,54.285714285714285,50.943396226415096,77.22222222222223,0.670743151433127,455,-1,-1,-1,-1,-1,-1,-0.4173,0.6568,-0.0537,-1.2303,-0.9194,1138 days,9231 days,3.1,engineer,60.817110911450534
340000,2014-08-01,,software engineer,Bangalore,m,1992-10-23,77.2,state,2010,86.1,state,2,UG,CS,71.0,0,South_Zone.,2014,64.0,61.0062893081761,50.0,0.622642915849938,485,-1,407,-1,-1,-1,-1,-0.0154,1.2114,1.0859,-1.5021,0.2889,,NaT,,engineer,58.33542976939203
360000,2013-10-01,2015-01-12,application developer,Noida,f,1991-09-14,87.0,cbse,2009,84.4,cbse,1,UG,CS,79.3,1,Other_Zone,2013,65.14285714285714,59.74842767295598,32.77777777777778,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-0.7335,-0.4536,-1.0659,1.1601,-0.4776,468 days,8521 days,1.3,developer,52.556354197863634
145000,2014-10-01,2015-01-12,ios developer,Kolkata,m,1992-01-07,73.0,state,2010,68.4,state,2,UG,CS,74.3,1,Other_Zone,2014,64.0,66.66666666666667,67.22222222222223,0.911395278391328,445,-1,500,-1,-1,-1,-1,-0.7335,0.5454,-0.7585,-0.6147,1.4386,103 days,8406 days,0.3,developer,65.96296296296298
215000,2015-01-01,2015-01-12,executive assistant,Bangalore,f,1989-08-30,71.0,cbse,2009,68.0,icse,2,UG,CS,70.86,0,North_Zone.,2013,49.142857142857146,64.15094339622641,45.0,0.356536487724475,465,-1,346,-1,-1,-1,-1,1.5644,1.0449,0.3174,-1.8824,1.0554,11 days,9266 days,0.0,executive,52.76460017969452
350000,2014-03-01,2015-01-12,online marketing manager,mohali,f,1990-09-15,85.0,cbse,2008,61.0,cbse,2,UG,EC,64.98,0,North_Zone.,2011,65.14285714285714,59.74842767295598,47.77777777777778,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.4854,-0.5213,2.1129,-0.735,1.8224,317 days,8885 days,0.9,manager,57.556354197863634
270000,2013-03-01,2015-01-12,software engineer,Hyderabad,f,1992-08-21,91.5,state,2009,93.8,state,1,UG,CS,74.1,1,South_Zone.,2013,43.42857142857143,67.29559748427673,58.888888888888886,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-1.0208,0.2124,0.4711,0.2727,-0.0943,682 days,8179 days,1.9,engineer,56.53768593391235
80000,2010-10-01,,documentation specialist,Gurgaon,m,1993-02-13,77.0,cbse,2010,85.4,cbse,2,UG,EC,63.9,0,North_Zone.,2014,54.285714285714285,76.1006289308176,46.111111111111114,0.649389714846691,435,356,-1,-1,-1,-1,-1,0.2718,0.5454,0.3174,-1.8824,-0.4776,,NaT,,others,58.832484775881
330000,2014-01-01,2015-01-12,associate software engineer,Bangalore,m,1991-10-02,52.33,state,2007,67.0,state,2,PG,CS,77.15,0,North_Zone.,2013,51.42857142857143,66.0377358490566,60.55555555555556,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.0154,1.2114,0.6248,0.7798,0.8637,376 days,8503 days,1.0,engineer,59.34062094439454
200000,2013-01-01,,management trainee,-1,m,1991-02-28,88.0,state,2008,89.66,state,2,UG,EC,76.4,0,South_Zone.,2012,58.285714285714285,80.50314465408805,70.55555555555556,0.124502074009537,-1,233,-1,-1,-1,-1,-1,0.3941,1.2808,0.2366,-2.1998,-0.4455,,NaT,,trainee,69.78147149845263
120000,2011-06-01,,site manager,Jhansi,m,1989-05-04,66.6,cbse,2007,68.6,state,2,UG,other,60.22,0,North_Zone.,2011,48.57142857142857,74.84276729559748,52.77777777777778,0.130441735719574,-1,-1,-1,286,-1,-1,-1,-0.4173,0.3448,0.0914,-0.4078,0.6603,,NaT,,manager,58.73065788160128
145000,2014-07-01,,software developer,Delhi,m,1992-04-21,75.0,cbse,2009,60.0,cbse,2,UG,CS,66.0,0,North_Zone.,2014,43.42857142857143,68.55345911949685,51.111111111111114,0.356536487724475,395,-1,346,-1,-1,-1,-1,-0.8772,-1.1196,-1.0659,-1.2486,-1.4356,,NaT,,developer,54.364380553059796
350000,2014-08-01,2015-01-12,associate software engineer,Bangalore,m,1991-12-11,91.4,icse,2010,73.0,cbse,1,UG,CS,71.0,0,North_Zone.,2014,63.42857142857143,70.44025157232704,91.66666666666667,0.23780283983757,525,-1,315,-1,-1,-1,-1,-0.0154,0.2578,-0.5349,-1.1218,-1.359,164 days,8433 days,0.4,engineer,75.17849655585505
120000,2014-04-01,,.net developer,Hyderabad ,m,1993-07-05,59.0,state,2010,87.7,state,2,UG,EC,71.04,1,South_Zone.,2014,34.285714285714285,42.76729559748428,39.44444444444444,0.112139438207403,155,228,-1,-1,-1,-1,-1,-0.0154,-2.4516,-0.4511,0.2727,-3.1602,,NaT,,developer,38.83248477588101
380000,2012-05-01,,programmer analyst,Bangalore ,f,1989-01-06,84.5,state,2007,82.5,cbse,2,UG,CS,92.1,0,South_Zone.,2011,48.57142857142857,66.0377358490566,57.22222222222222,0.377551419424541,375,-1,-1,-1,-1,-1,-1,0.51,0.6568,-0.6343,0.2973,0.1864,,NaT,,analyst,57.27712888090247
110000,2014-09-01,,production engineer,Chennai,m,1992-10-12,95.8,state,2010,87.16,state,2,UG,other,79.0,0,South_Zone.,2014,49.142857142857146,49.685534591194966,55.55555555555556,0.0669607065028304,-1,-1,-1,253,-1,-1,-1,-0.5899,-1.1196,0.4711,-0.7415,-1.4356,,NaT,,engineer,51.461315763202556
205000,2013-07-01,,jr. software engineer,noida,f,1991-09-24,85.6,cbse,2008,82.0,cbse,2,UG,CS,74.01,0,North_Zone.,2012,42.285714285714285,62.264150943396224,50.55555555555556,0.0800552813405495,445,-1,253,-1,-1,-1,-1,0.1282,0.5454,0.1637,-0.4879,0.8637,,NaT,,engineer,51.70180692822203
95000,2012-10-01,,software developer,delhi,m,1992-02-01,69.6,state,2008,71.4,state,2,UG,CS,77.0,0,Other_Zone,2012,55.42857142857143,52.20125786163522,63.888888888888886,0.925645767094482,-1,-1,-1,-1,-1,-1,-1,-0.4173,0.6568,-0.7794,1.7074,0.1864,,NaT,,developer,57.17290605969851
390000,2013-09-01,2015-01-12,software engineer,Bangalore,m,1991-02-28,86.6,cbse,2009,75.0,cbse,2,UG,CS,74.0,0,Other_Zone,2013,57.714285714285715,68.55345911949685,62.77777777777778,0.356536487724475,475,-1,346,-1,-1,-1,-1,-2.5039,0.0328,0.3817,0.26793,0.5024,498 days,8719 days,1.4,engineer,63.01517420385344
270000,2012-05-01,,qa analyst,Bangalore,m,1989-03-27,81.92,state,2007,61.46,state,2,UG,CS,57.54,1,South_Zone.,2011,64.57142857142857,58.490566037735846,46.111111111111114,0.843123726665742,515,-1,-1,-1,-1,-1,-1,1.2828,1.7488,1.8331,-2.2879,1.1343,,NaT,,analyst,56.391035240091846
60000,2011-06-01,,trainee software developer,Bhubaneswar,f,1988-02-13,66.5,cbse,2005,49.5,state,2,PG,CS,89.7,0,Other_Zone,2011,57.714285714285715,63.522012578616355,53.888888888888886,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-1.0355,0.0328,-2.2308,1.0024,0.3444,,NaT,,trainee,58.37506239393033
120000,2015-02-01,2015-01-12,ui developer,Hyderabad,m,1991-11-03,80.0,state,2009,72.5,state,2,UG,CS,57.8,0,South_Zone.,2013,66.28571428571429,61.0062893081761,50.55555555555556,0.783303536670298,405,388,-1,-1,-1,-1,-1,-0.4463,-0.1206,-1.0659,-0.1076,-1.244,-20 days,8471 days,-0.1,developer,59.28251971648198
400000,2015-04-01,2015-01-12,software engineer,Navi Mumbai,m,1992-03-09,85.2,icse,2010,81.5,icse,2,UG,CS,57.64,0,North_Zone.,2014,62.285714285714285,48.42767295597484,53.888888888888886,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.1336,0.3789,1.0859,0.653,0.2889,-79 days,8344 days,-0.2,engineer,54.86742537685933
350000,2014-09-01,2015-01-12,assistant system engineer,Mumbai,m,1991-08-06,89.25,state,2010,78.0,state,2,UG,other,80.0,1,Other_Zone,2014,65.14285714285714,64.15094339622641,60.55555555555556,0.79293627759454,-1,-1,-1,-1,484,-1,-1,-0.159,-0.1206,-0.6048,-1.6289,-1.4356,133 days,8560 days,0.4,engineer,63.28311869821304
120000,2014-11-01,2015-01-12,android developer,New Delhi,f,1992-01-14,58.4,cbse,2008,64.8,cbse,2,PG,CS,80.0,0,North_Zone.,2014,50.285714285714285,52.20125786163522,61.55555555555556,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.335,0.0924,-0.6582,-0.4821,-0.1543,72 days,8399 days,0.2,developer,54.68084256763502
250000,2014-08-01,2015-01-12,software engineer,Mangalore,m,1992-02-13,90.8,state,2010,90.1,state,2,UG,CS,67.7,0,South_Zone.,2014,60.0,66.66666666666667,66.11111111111111,0.486747008438193,485,-1,376,-1,-1,-1,-1,-0.3027,0.7119,-0.2974,1.1601,-0.4776,164 days,8369 days,0.4,engineer,64.25925925925925
240000,2013-03-01,2015-01-12,customer service,Rewari,f,1989-07-15,78.0,cbse,2006,70.1,cbse,2,UG,EC,68.2,0,North_Zone.,2011,47.42857142857143,74.84276729559748,55.0,0.694479327708463,-1,366,-1,-1,-1,-1,-1,0.8192,-0.0842,-0.598,-0.6428,-0.6035,682 days,9312 days,1.9,others,59.090446241389635
525000,2012-03-01,2015-01-12,test engineer,Hyderabad,f,1989-08-15,89.88,state,2007,95.4,cbse,2,UG,EC,80.8,1,South_Zone.,2011,63.42857142857143,59.74842767295598,70.55555555555556,0.694479327708463,-1,366,-1,-1,-1,420,-1,0.3555,-0.2793,-0.6343,-0.2902,-0.2875,1047 days,9281 days,2.9,engineer,64.57751821902765
200000,2013-06-01,,project engineer,Gaziabaad,m,1990-03-27,63.3,state,2008,61.1,state,2,UG,EC,66.9,0,North_Zone.,2013,48.0,64.15094339622641,73.88888888888889,0.112139438207403,-1,228,-1,-1,-1,-1,-1,-1.0208,-0.6201,-0.2974,-0.1076,-1.244,,NaT,,engineer,62.013277428371765
120000,2009-09-01,,software engineer,Bangalore,m,1977-10-30,72.0,cbse,1995,49.0,state,2,UG,CS,55.0,0,South_Zone.,2011,73.14285714285714,57.861635220125784,27.77777777777778,0.525922584252055,415,300,-1,366,-1,-1,400,-0.3014,-0.4353,-0.9245,-0.349,-0.4455,,NaT,,engineer,52.927423380253565
305000,2013-11-01,2015-01-12,software engineer,Chennai,f,1991-12-27,83.0,state,2009,79.0,state,2,UG,CS,70.0,1,South_Zone.,2013,49.142857142857146,51.57232704402516,34.44444444444444,0.165633091512476,305,-1,-1,-1,-1,-1,-1,-0.159,-0.1206,0.1637,1.5404,-0.0943,437 days,8417 days,1.2,engineer,45.05320954377559
300000,2014-10-01,,java developer,Chennai,m,1993-06-30,85.3,state,2010,88.3,state,2,UG,CS,85.0,1,South_Zone.,2014,42.285714285714285,47.16981132075472,36.111111111111114,0.356536487724475,315,-1,346,-1,-1,-1,-1,1.8517,1.5444,0.3174,0.3995,0.6721,,NaT,,developer,41.8555455725267
145000,2014-06-01,2015-01-12,engineer,Noida,f,1991-03-02,81.0,cbse,2009,77.8,cbse,2,UG,EC,65.35,0,North_Zone.,2014,61.142857142857146,64.15094339622641,43.333333333333336,0.207392169717661,-1,260,-1,-1,-1,260,-1,-1.1644,-0.9531,0.01,-0.7415,-0.8608,225 days,8717 days,0.6,engineer,56.20904462413896
150000,2014-10-01,,management trainee,Bhiwadi,m,1992-01-10,60.66,state,2008,62.4,state,2,UG,other,69.3,0,North_Zone.,2013,42.285714285714285,51.57232704402516,52.22222222222222,0.755375120895548,315,-1,-1,446,-1,-1,-1,-2.2351,-2.6847,-2.6028,0.3995,-5.477,,NaT,,trainee,48.69342118398722
600000,2010-07-01,,java software engineer,Gurgaon,m,1986-05-29,78.0,cbse,2004,83.0,cbse,1,UG,CS,72.13,1,Other_Zone,2010,50.74285714285714,69.81132075471699,77.22222222222223,0.999904558268382,804,-1,-1,-1,-1,-1,-1,0.6646,0.3448,0.8171,0.6498,0.0284,,NaT,,engineer,65.92546670659878
310000,2014-02-01,,system engineer,Mysore,m,1990-12-02,89.37,state,2009,79.0,state,2,UG,EC,70.0,0,Other_Zone,2013,72.0,72.95597484276729,56.666666666666664,0.338786347219528,-1,292,-1,-1,-1,-1,-1,0.99,1.2114,-0.2974,-1.1218,1.247,,NaT,,engineer,67.20754716981132
455000,2011-01-01,,system engineer,Bangalore,m,1989-08-29,90.0,state,2006,94.4,state,2,UG,EC,76.12,0,South_Zone.,2010,57.714285714285715,66.0377358490566,66.11111111111111,0.124502074009537,615,233,-1,-1,-1,-1,-1,-0.2628,-0.1232,0.0914,-1.2303,-0.1295,,NaT,,engineer,63.28771089148447
400000,2014-08-01,,test engineer,Bangalore,f,1991-08-05,81.0,icse,2010,79.0,icse,2,UG,EC,71.5,0,North_Zone.,2014,58.285714285714285,62.893081761006286,63.888888888888886,0.493596387301038,455,324,-1,-1,-1,-1,-1,-1.8825,-3.7836,-2.4491,0.9066,-1.8189,,NaT,,engineer,61.68922831186982
150000,2010-07-01,,recruitment coordinator,Chennai,f,1989-03-18,78.0,state,2006,86.67,state,2,UG,EC,77.55,1,South_Zone.,2010,61.142857142857146,58.490566037735846,59.44444444444444,0.910770164246022,445,433,-1,-1,-1,-1,-1,-0.880999999999999,1.4368,0.3817,-0.4078,-0.1295,,NaT,,others,59.69262254167915
250000,2015-06-01,2015-01-12,software developer,Mangalore,m,1993-01-15,84.4,cbse,2011,73.2,cbse,2,UG,CS,70.0,0,North_Zone.,2015,65.14285714285714,51.57232704402516,59.44444444444444,0.670743151433127,455,-1,-1,-1,-1,-1,-1,-0.0154,0.8784,0.01,-0.7415,-0.2859,-140 days,8032 days,-0.4,developer,58.719876210442244
320000,2014-03-01,2015-01-12,system engineer,Chennai,m,1992-12-12,89.0,state,2009,92.0,state,2,UG,other,76.4,1,South_Zone.,2013,71.42857142857143,81.13207547169812,67.22222222222223,0.982057124317279,385,388,-1,-1,606,-1,-1,-1.4517,-1.4526,-1.2196,1.794,-2.3937,317 days,8066 days,0.9,engineer,73.26095637416392
250000,2014-05-01,2015-01-12,java software engineer,Rajkot,m,1990-12-03,86.0,state,2008,64.0,state,2,UG,CS,61.17,0,Other_Zone,2013,76.0,68.55345911949685,46.111111111111114,0.911395278391328,405,-1,500,-1,-1,-1,-1,1.1336,1.3779,2.1617,-0.995,1.0554,256 days,8806 days,0.7,engineer,63.55485674353599
200000,2014-06-01,,technical support engineer,Bangalore,m,1992-12-21,85.0,icse,2010,75.0,cbse,2,UG,CS,60.0,1,South_Zone.,2014,77.14285714285714,60.37735849056604,55.55555555555556,0.842248322257836,425,-1,469,-1,-1,-1,-1,1.1336,1.0449,0.1637,-1.2486,0.0973,,NaT,,engineer,64.35859039632625
240000,2014-06-01,,android developer,Greater Noida,m,1992-07-06,75.0,cbse,2009,64.0,cbse,2,UG,CS,67.0,0,North_Zone.,2014,58.285714285714285,60.37735849056604,53.888888888888886,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.159,0.8784,1.2396,0.2727,-0.6692,,NaT,,developer,57.51732055505639
120000,2015-04-01,,data analyst,Indore,f,1991-08-10,86.0,state,2009,77.0,state,2,UG,CS,75.0,0,Other_Zone,2013,37.142857142857146,64.15094339622641,32.77777777777778,0.0185409416754305,415,-1,192,-1,-1,-1,-1,0.1282,0.0459,0.1637,0.0192,-0.0943,,NaT,,analyst,44.69052610562045
300000,2014-09-01,2015-01-12,programmer analyst,Bangalore,m,1992-09-03,70.6,cbse,2010,78.67,state,2,UG,EC,75.84,1,South_Zone.,2014,66.28571428571429,61.0062893081761,56.666666666666664,0.0531603052826837,285,196,-1,-1,-1,-1,-1,0.5591,0.2124,-1.2196,-0.7415,-0.8608,133 days,8166 days,0.4,analyst,61.31955675351902
120000,2014-07-01,2015-01-12,test engineer,-1,m,1992-02-18,76.0,state,2009,72.0,state,2,UG,CS,63.2,0,South_Zone.,2013,58.285714285714285,44.65408805031446,37.77777777777778,0.123016731640823,285,-1,-1,-1,-1,-1,-1,-0.159,-0.2871,0.4711,0.2727,-0.4776,195 days,8364 days,0.5,engineer,46.905860037935504
325000,2014-12-01,,system engineer,Mysore,f,1993-05-05,86.4,cbse,2010,78.2,cbse,2,UG,EC,73.5,1,South_Zone.,2014,61.142857142857146,54.716981132075475,48.888888888888886,0.207392169717661,355,260,530,-1,-1,-1,-1,0.8463,1.3779,1.3933,0.653,-0.2859,,NaT,,engineer,54.91624238794051
100000,2013-08-01,,software developer,-1,f,1992-05-17,86.0,state,2009,95.0,state,2,UG,EC,78.6,0,South_Zone.,2013,46.285714285714285,68.55345911949685,50.0,0.649389714846691,375,356,-1,-1,-1,-1,-1,0.5591,-0.4536,0.01,-0.4879,0.6721,,NaT,,developer,54.94639113507037
